測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
20485950,2017/01/01,01,0,0,0,0,,0.046,,,,,6,,NW,6.9,-5.8,90.0
20485950,2017/01/01,02,0,0,0,0,,0.046,,,,,3,,WNW,3.2,-5.6,90.0
20485950,2017/01/01,03,0,0,0,0,,0.046,,,,,4,,NW,6.3,-5.6,87.0
20485950,2017/01/01,04,0,0,0,0,,0.046,,,,,7,,NW,2.9,-5.6,86.0
20485950,2017/01/01,05,0,0,0,0,,0.046,,,,,4,,NNW,8.6,-5.2,87.0
20485950,2017/01/01,06,0,0,0,0,,0.045,,,,,2,,NW,6.8,-5.1,86.0
20485950,2017/01/01,07,0,0,0,0,,0.046,,,,,2,,NNW,1.5,-5.2,88.0
20485950,2017/01/01,08,0,0,0,0,,0.045,,,,,4,,WSW,3.5,-5.4,90.0
20485950,2017/01/01,09,0,0,0,0,,0.046,,,,,3,,NW,6.5,-5.0,83.0
20485950,2017/01/01,10,0,0,0,0,,0.046,,,,,4,,WNW,3.4,-3.4,75.0
20485950,2017/01/01,11,0,0,0,0.001,,0.046,,,,,7,,NE,2.3,0.1,70.0
20485950,2017/01/01,12,0,0,0,0,,0.043,,,,,11,,NNW,5.8,-2.5,72.0
20485950,2017/01/01,13,0,0,0,0,,0.047,,,,,13,,NNW,8.0,-3.5,66.0
20485950,2017/01/01,14,0,0,0,0,,0.046,,,,,11,,WNW,6.1,-3.2,78.0
20485950,2017/01/01,15,0,0,0,0,,0.046,,,,,5,,W,5.5,-3.5,78.0
20485950,2017/01/01,16,0,0,0,0,,0.047,,,,,4,,E,3.7,-5.1,82.0
20485950,2017/01/01,17,0,0,0,0,,0.047,,,,,2,,SSE,2.6,-5.4,79.0
20485950,2017/01/01,18,0,0,0.001,0.001,,0.047,,,,,2,,E,1.2,-6.1,95.0
20485950,2017/01/01,19,0,0,0,0,,0.047,,,,,4,,SSE,1.7,-6.4,91.0
20485950,2017/01/01,20,0,0,0,0,,0.048,,,,,4,,NNW,2.5,-6.2,88.0
20485950,2017/01/01,21,0,0,0,0,,0.048,,,,,5,,SSE,1.7,-5.8,88.0
20485950,2017/01/01,22,0,0,0,0,,0.048,,,,,5,,CALM,0.2,-6.0,87.0
20485950,2017/01/01,23,0,0,0,0,,0.049,,,,,5,,SSE,1.2,-6.1,88.0
20485950,2017/01/01,24,0,0,0,0,,0.049,,,,,5,,S,3.3,-5.4,79.0
20485950,2017/01/02,01,0,0,0,0,,0.049,,,,,6,,SSW,5.0,-5.2,76.0
20485950,2017/01/02,02,0,0,0,0,,0.049,,,,,6,,SSW,2.9,-5.0,77.0
20485950,2017/01/02,03,0,0,0,0,,0.049,,,,,8,,SSW,1.9,-4.7,72.0
20485950,2017/01/02,04,0,0,0,0,,0.049,,,,,7,,SSW,2.5,-4.2,71.0
20485950,2017/01/02,05,0,0,0.001,0,,0.050,,,,,5,,SSW,0.8,-5.0,87.0
20485950,2017/01/02,06,0,0,0.001,0.001,,0.050,,,,,10,,S,1.9,-4.7,81.0
20485950,2017/01/02,07,0,0,0.001,0.001,,0.050,,,,,8,,NE,0.6,-5.0,92.0
20485950,2017/01/02,08,0,0,0.001,0.001,,0.050,,,,,10,,SSW,1.7,-4.0,91.0
20485950,2017/01/02,09,0,0,0,0,,0.050,,,,,15,,SSW,2.0,-1.9,79.0
20485950,2017/01/02,10,0,0,0,0,,0.050,,,,,13,,NNW,1.8,1.6,57.0
20485950,2017/01/02,11,0,0,0,0,,0.049,,,,,14,,W,1.2,5.4,38.0
20485950,2017/01/02,12,0,0,0,0,,0.050,,,,,15,,NW,7.3,0.3,36.0
20485950,2017/01/02,13,0,0,0,0,,0.049,,,,,13,,N,2.3,0.5,52.0
20485950,2017/01/02,14,0,0,0,0,,0.049,,,,,9,,WNW,8.9,-2.2,65.0
20485950,2017/01/02,15,0,0,0,0,,0.049,,,,,8,,NNW,9.9,-2.9,77.0
20485950,2017/01/02,16,0,0,0,0,,0.047,,,,,3,,NW,18.1,-3.3,70.0
20485950,2017/01/02,17,0,0,0,0,,0.044,,,,,1,,NW,18.0,-3.0,73.0
