測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
01202110,2017/01/01,01,0.001,0.003,0.033,0.036,,,,,,0.008,14,,ESE,0.5,,
01202110,2017/01/01,02,0.001,0.002,0.026,0.028,,,,,,0.011,6,,ENE,1.2,,
01202110,2017/01/01,03,0.001,0,0.022,0.023,,,,,,0.004,11,,CALM,0.3,,
01202110,2017/01/01,04,0.002,0.009,0.032,0.041,,,,,,0.012,19,,CALM,0.3,,
01202110,2017/01/01,05,0.001,0.005,0.029,0.034,,,,,,0.017,19,,NNE,1.0,,
01202110,2017/01/01,06,0.001,0.002,0.028,0.029,,,,,,0.011,15,,NW,0.5,,
01202110,2017/01/01,07,0.001,0.003,0.027,0.030,,,,,,0.013,11,,NNW,1.1,,
01202110,2017/01/01,08,0.003,0.019,0.028,0.048,,,,,,0.015,7,,CALM,0.1,,
01202110,2017/01/01,09,0.003,0.057,0.040,0.096,,,,,,0.009,17,,ENE,0.5,,
01202110,2017/01/01,10,0.003,0.023,0.031,0.054,,,,,,0.009,13,,W,1.4,,
01202110,2017/01/01,11,0.003,0.001,0.007,0.008,,,,,,0.005,4,,WSW,2.4,,
01202110,2017/01/01,12,0.001,0,0.003,0.003,,,,,,0.010,-3,,W,1.9,,
01202110,2017/01/01,13,0.002,0.001,0.005,0.006,,,,,,0.009,4,,WNW,2.0,,
01202110,2017/01/01,14,0.001,0.003,0.012,0.015,,,,,,0.006,2,,N,1.8,,
01202110,2017/01/01,15,0.002,0.001,0.007,0.008,,,,,,0.003,4,,W,2.5,,
01202110,2017/01/01,16,0.001,0,0.004,0.004,,,,,,0.008,14,,W,3.1,,
01202110,2017/01/01,17,0.001,0,0.008,0.008,,,,,,0.010,5,,WNW,2.3,,
01202110,2017/01/01,18,0.001,0,0.007,0.007,,,,,,0.011,5,,W,2.9,,
01202110,2017/01/01,19,0.002,0,0.007,0.007,,,,,,0.003,6,,W,3.7,,
01202110,2017/01/01,20,0.002,0,0.006,0.006,,,,,,0.017,4,,W,3.0,,
01202110,2017/01/01,21,0.002,0,0.005,0.006,,,,,,0.013,12,,WSW,5.4,,
01202110,2017/01/01,22,0.002,0,0.002,0.002,,,,,,0.022,25,,W,5.0,,
01202110,2017/01/01,23,0.002,0,0.003,0.003,,,,,,0.019,30,,W,3.2,,
01202110,2017/01/01,24,0.002,0,0.004,0.004,,,,,,0.022,23,,W,3.9,,
01202110,2017/01/02,01,0.003,0.001,0.006,0.007,,,,,,0.033,23,,WSW,4.8,,
01202110,2017/01/02,02,0.002,0,0.005,0.005,,,,,,0.033,30,,WNW,1.6,,
01202110,2017/01/02,03,0.001,0.001,0.026,0.027,,,,,,0.037,26,,W,1.9,,
01202110,2017/01/02,04,0.002,0,0.022,0.022,,,,,,0.025,31,,W,1.7,,
01202110,2017/01/02,05,0.001,0,0.006,0.006,,,,,,0.034,25,,NW,0.5,,
01202110,2017/01/02,06,0.002,0,0.016,0.016,,,,,,0.025,28,,W,2.4,,
01202110,2017/01/02,07,0.004,0.001,0.022,0.023,,,,,,0.029,25,,NW,1.2,,
01202110,2017/01/02,08,0.004,0,0.014,0.014,,,,,,0.027,27,,NW,1.3,,
01202110,2017/01/02,09,0.004,0.001,0.015,0.016,,,,,,0.040,35,,NNW,1.1,,
01202110,2017/01/02,10,0.003,0.002,0.013,0.015,,,,,,0.037,32,,NNW,1.3,,
01202110,2017/01/02,11,0.003,0.002,0.015,0.017,,,,,,0.043,34,,NNW,1.3,,
