測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
11442010,2017/01/01,01,,0.002,0.020,0.022,,0.004,,,,0.037,,,NNW,0.5,0.9,76.0
11442010,2017/01/01,02,,0.002,0.016,0.018,,0.005,,,,0.013,,,CALM,0.2,0.8,82.0
11442010,2017/01/01,03,,0,0.014,0.014,,0.005,,,,0.022,,,N,0.5,0.8,79.0
11442010,2017/01/01,04,,0.001,0.016,0.017,,0.003,,,,0.023,,,N,0.7,0.5,82.0
11442010,2017/01/01,05,,0,0.013,0.013,,0.004,,,,0.011,,,NW,0.6,0,82.0
11442010,2017/01/01,06,,0.001,0.014,0.015,,0.003,,,,0.009,,,NNW,0.9,-0.1,82.0
11442010,2017/01/01,07,,0.001,0.013,0.014,,0.004,,,,0.009,,,CALM,0.3,0.2,84.0
11442010,2017/01/01,08,,0.004,0.013,0.017,,0.005,,,,0.018,,,NW,0.5,1.1,72.0
11442010,2017/01/01,09,,0.004,0.009,0.013,,0.012,,,,0.014,,,NNW,2.2,4.2,66.0
11442010,2017/01/01,10,,0.002,0.005,0.007,,0.020,,,,0.011,,,NNW,2.0,7.7,55.0
11442010,2017/01/01,11,,0.001,0.004,0.005,,0.028,,,,0,,,NW,1.9,10.1,48.0
11442010,2017/01/01,12,,0.001,0.003,0.004,,0.034,,,,0,,,NW,1.3,12.4,40.0
11442010,2017/01/01,13,,0,0.002,0.002,,0.040,,,,0,,,NNW,2.2,13.2,33.0
11442010,2017/01/01,14,,0,0.001,0.001,,0.041,,,,0,,,NNW,2.2,13.7,32.0
11442010,2017/01/01,15,,0,0.001,0.001,,0.041,,,,0,,,NNW,1.9,14.0,32.0
11442010,2017/01/01,16,,0,0.002,0.002,,0.040,,,,0.011,,,WNW,1.3,13.0,32.0
11442010,2017/01/01,17,,0,0.002,0.002,,0.037,,,,0,,,WSW,0.8,11.4,39.0
11442010,2017/01/01,18,,0.001,0.007,0.008,,0.029,,,,0.010,,,WNW,0.5,8.2,52.0
11442010,2017/01/01,19,,0.001,0.015,0.016,,0.017,,,,0.014,,,WSW,0.5,6.4,59.0
11442010,2017/01/01,20,,0,0.014,0.014,,0.018,,,,0.011,,,SW,1.8,6.9,52.0
11442010,2017/01/01,21,,0,0.011,0.011,,0.022,,,,0.010,,,SW,1.0,5.8,55.0
11442010,2017/01/01,22,,0.001,0.015,0.016,,0.019,,,,0,,,CALM,0.1,5.3,61.0
11442010,2017/01/01,23,,0.001,0.013,0.014,,0.020,,,,0.012,,,CALM,0.3,4.2,63.0
11442010,2017/01/01,24,,0,0.011,0.011,,0.020,,,,0.001,,,WSW,0.9,4.5,65.0
11442010,2017/01/02,01,,0,0.010,0.010,,,,,,0,,,WNW,0.6,2.7,69.0
11442010,2017/01/02,02,,0,0.010,0.010,,0.014,,,,0.004,,,CALM,0.3,2.0,76.0
11442010,2017/01/02,03,,0,0.011,0.011,,0.011,,,,0.002,,,CALM,0.2,1.0,77.0
11442010,2017/01/02,04,,0,0.012,0.012,,0.008,,,,0.012,,,WNW,0.6,1.4,81.0
11442010,2017/01/02,05,,0.001,0.012,0.013,,0.006,,,,0,,,CALM,0.1,0.9,81.0
11442010,2017/01/02,06,,0,0.010,0.010,,0.009,,,,0.012,,,NNW,1.1,1.2,78.0
11442010,2017/01/02,07,,0.001,0.012,0.013,,0.007,,,,0.015,,,N,1.5,1.7,78.0
11442010,2017/01/02,08,,0.001,0.011,0.012,,0.008,,,,0.019,,,CALM,0.4,2.1,75.0
11442010,2017/01/02,09,,0.002,0.010,0.012,,0.010,,,,0.006,,,SSW,1.1,3.1,73.0
11442010,2017/01/02,10,,0.003,0.009,0.012,,0.013,,,,0.007,,,NNW,0.5,4.7,65.0
11442010,2017/01/02,11,,0.003,0.007,0.010,,0.018,,,,0.010,,,NNW,0.6,7.0,59.0
11442010,2017/01/02,12,,0.002,0.006,0.008,,0.026,,,,0.002,,,N,0.6,9.2,50.0
11442010,2017/01/02,13,,0.001,0.005,0.006,,0.031,,,,0,,,NW,0.5,10.7,46.0
11442010,2017/01/02,14,,0.001,0.004,0.005,,0.035,,,,0,,,NNW,1.0,11.1,44.0
11442010,2017/01/02,15,,0.001,0.004,0.005,,0.038,,,,0,,,SE,1.0,12.2,39.0
11442010,2017/01/02,16,,0,0.003,0.003,,0.039,,,,0,,,ESE,0.6,12.0,40.0
11442010,2017/01/02,17,,0,0.005,0.005,,0.036,,,,0,,,SSW,0.7,9.2,53.0
11442010,2017/01/02,18,,0.001,0.018,0.019,,0.021,,,,0.010,,,CALM,0.1,6.8,63.0
11442010,2017/01/02,19,,0.008,0.032,0.040,,0.005,,,,0.024,,,SW,0.8,5.5,70.0
11442010,2017/01/02,20,,0.008,0.031,0.039,,0.003,,,,0.013,,,CALM,0.1,4.4,75.0
11442010,2017/01/02,21,,0.005,0.026,0.031,,0.005,,,,0.018,,,CALM,0.4,3.9,77.0
11442010,2017/01/02,22,,0.011,0.033,0.044,,0.001,,,,0.021,,,CALM,0.4,3.9,79.0
11442010,2017/01/02,23,,0.005,0.029,0.034,,0.003,,,,0.020,,,WNW,0.5,3.7,76.0
11442010,2017/01/02,24,,0.002,0.025,0.027,,0.003,,,,0.034,,,NW,0.5,3.1,77.0
11442010,2017/01/03,01,,0.001,0.018,0.019,,0.010,,,,0.017,,,WNW,0.5,3.4,72.0
11442010,2017/01/03,02,,0.001,0.010,0.011,,0.014,,,,0.013,,,WSW,1.2,4.0,71.0
11442010,2017/01/03,03,,0,0.009,0.009,,0.015,,,,0.003,,,CALM,0.3,2.5,72.0
11442010,2017/01/03,04,,0,0.010,0.010,,0.010,,,,0.006,,,CALM,0.3,1.5,78.0
11442010,2017/01/03,05,,0,0.010,0.010,,0.010,,,,0.023,,,N,1.4,1.7,79.0
11442010,2017/01/03,06,,0,0.010,0.010,,0.008,,,,0.018,,,S,0.9,0.1,82.0
11442010,2017/01/03,07,,0.003,0.012,0.015,,0.005,,,,0.011,,,SSW,0.5,0.1,86.0
11442010,2017/01/03,08,,0.004,0.011,0.015,,0.007,,,,0.015,,,NNW,1.1,3.3,73.0
11442010,2017/01/03,09,,0.002,0.009,0.011,,0.021,,,,0.003,,,NNW,0.9,6.8,59.0
11442010,2017/01/03,10,,0.001,0.005,0.006,,0.034,,,,0.002,,,NE,0.7,8.8,47.0
11442010,2017/01/03,11,,0.001,0.003,0.004,,0.040,,,,0.001,,,NW,3.2,11.3,41.0
11442010,2017/01/03,12,,0,0.002,0.002,,0.044,,,,0,,,NW,4.3,11.7,39.0
11442010,2017/01/03,13,,0,0.002,0.002,,0.045,,,,0,,,NW,3.5,12.5,36.0
11442010,2017/01/03,14,,0,0.002,0.002,,0.045,,,,0.005,,,NW,4.3,12.7,32.0
11442010,2017/01/03,15,,0,0.002,0.002,,0.045,,,,0.011,,,NW,3.2,12.2,33.0
11442010,2017/01/03,16,,0,0.002,0.002,,0.045,,,,0.006,,,NNW,3.1,11.2,33.0
11442010,2017/01/03,17,,0,0.003,0.003,,0.043,,,,0.007,,,NNW,1.6,10.1,36.0
11442010,2017/01/03,18,,0,0.004,0.004,,0.042,,,,0.010,,,NNW,2.5,9.1,39.0
11442010,2017/01/03,19,,0,0.004,0.004,,0.040,,,,0.013,,,NNW,3.1,8.1,43.0
11442010,2017/01/03,20,,0,0.004,0.004,,0.040,,,,0.008,,,NNW,1.9,8.0,39.0
11442010,2017/01/03,21,,0,0.004,0.004,,0.039,,,,0.019,,,NW,2.4,6.9,43.0
11442010,2017/01/03,22,,0,0.004,0.004,,0.036,,,,0.023,,,NW,0.8,5.5,49.0
11442010,2017/01/03,23,,0,0.006,0.006,,0.033,,,,0.009,,,WNW,0.8,5.5,51.0
11442010,2017/01/03,24,,0,0.007,0.007,,0.031,,,,0.023,,,NW,0.7,4.4,55.0
11442010,2017/01/04,01,,0,0.007,0.007,,0.028,,,,0.018,,,NW,0.6,4.0,57.0
11442010,2017/01/04,02,,0,0.006,0.006,,0.028,,,,0.018,,,ENE,0.5,3.2,61.0
11442010,2017/01/04,03,,0,0.006,0.006,,0.027,,,,0.014,,,N,1.1,3.8,58.0
11442010,2017/01/04,04,,0,0.005,0.005,,0.025,,,,0.016,,,CALM,0.4,2.9,63.0
11442010,2017/01/04,05,,0,0.007,0.007,,0.019,,,,0.010,,,SSE,0.7,1.4,70.0
11442010,2017/01/04,06,,0,0.009,0.009,,0.016,,,,0.009,,,CALM,0.2,0.6,74.0
11442010,2017/01/04,07,,0.001,0.011,0.012,,0.012,,,,0.019,,,CALM,0,0.1,78.0
11442010,2017/01/04,08,,0.006,0.019,0.025,,0.006,,,,0.014,,,CALM,0.1,2.1,68.0
11442010,2017/01/04,09,,0.010,0.020,0.030,,0.013,,,,0.033,,,WNW,0.9,4.7,55.0
11442010,2017/01/04,10,,0.004,0.012,0.016,,0.023,,,,0.033,,,S,1.2,7.4,50.0
11442010,2017/01/04,11,,0.006,0.015,0.021,,0.023,,,,0.019,,,SSW,1.7,9.9,46.0
11442010,2017/01/04,12,,0.007,0.019,0.026,,0.027,,,,0.011,,,SSW,2.0,12.1,40.0
11442010,2017/01/04,13,,0.003,0.013,0.016,,0.036,,,,0.023,,,NW,1.2,12.6,39.0
11442010,2017/01/04,14,,0.004,0.015,0.019,,0.035,,,,0.021,,,W,1.1,12.9,38.0
11442010,2017/01/04,15,,0.001,0.009,0.010,,0.040,,,,0.017,,,NNW,2.2,13.6,36.0
11442010,2017/01/04,16,,0,0.005,0.005,,0.042,,,,0.002,,,NNW,4.1,12.1,37.0
11442010,2017/01/04,17,,0,0.003,0.003,,0.041,,,,0,,,NNW,4.3,10.5,35.0
11442010,2017/01/04,18,,0,0.003,0.003,,0.041,,,,0.016,,,NNW,3.4,9.1,39.0
11442010,2017/01/04,19,,0,0.003,0.003,,0.040,,,,0.005,,,NNW,3.8,7.9,41.0
11442010,2017/01/04,20,,0,0.004,0.004,,0.039,,,,0,,,NNW,2.2,7.4,37.0
11442010,2017/01/04,21,,0,0.003,0.003,,0.038,,,,0.007,,,NNW,2.3,6.4,39.0
11442010,2017/01/04,22,,0,0.003,0.003,,0.037,,,,0.014,,,NNW,2.9,6.1,39.0
11442010,2017/01/04,23,,0,0.002,0.002,,0.038,,,,0.012,,,NNW,4.3,6.6,39.0
11442010,2017/01/04,24,,0,0.002,0.002,,0.038,,,,0,,,NW,3.2,6.2,42.0
11442010,2017/01/05,01,,0,0.002,0.002,,0.036,,,,0,,,WNW,2.4,5.6,44.0
11442010,2017/01/05,02,,0,0.002,0.002,,0.035,,,,0.014,,,WNW,4.2,5.4,39.0
11442010,2017/01/05,03,,0,0.002,0.002,,0.036,,,,0.003,,,W,2.8,5.6,38.0
11442010,2017/01/05,04,,0,0.003,0.003,,0.035,,,,0.010,,,W,1.9,5.3,39.0
11442010,2017/01/05,05,,0,0.002,0.002,,0.035,,,,0.017,,,WNW,3.1,5.4,39.0
11442010,2017/01/05,06,,0,0.003,0.003,,0.034,,,,0.013,,,WNW,3.1,5.1,40.0
11442010,2017/01/05,07,,0.001,0.006,0.007,,0.030,,,,0.001,,,W,1.9,4.4,43.0
11442010,2017/01/05,08,,0.001,0.009,0.010,,0.027,,,,0.011,,,NNW,1.5,5.7,41.0
11442010,2017/01/05,09,,0.001,0.006,0.007,,0.031,,,,0.009,,,WNW,3.2,7.1,44.0
11442010,2017/01/05,10,,0.002,0.005,0.007,,0.034,,,,0,,,NW,3.7,8.2,39.0
11442010,2017/01/05,11,,0.001,0.003,0.004,,0.037,,,,0.002,,,NW,4.0,8.7,40.0
11442010,2017/01/05,12,,0.001,0.003,0.004,,0.038,,,,0.002,,,NW,4.3,8.9,34.0
11442010,2017/01/05,13,,0.001,0.002,0.003,,0.039,,,,0,,,NW,5.0,8.8,34.0
11442010,2017/01/05,14,,0.001,0.003,0.004,,0.039,,,,0,,,NW,4.4,8.8,33.0
11442010,2017/01/05,15,,0.001,0.003,0.004,,0.038,,,,0,,,NNW,4.1,8.7,32.0
11442010,2017/01/05,16,,0.001,0.003,0.004,,0.037,,,,0.002,,,NW,4.0,7.2,38.0
11442010,2017/01/05,17,,0.001,0.005,0.006,,0.034,,,,0.009,,,NW,3.4,5.9,42.0
11442010,2017/01/05,18,,0.001,0.005,0.006,,0.033,,,,0.016,,,NNW,3.5,5.0,44.0
11442010,2017/01/05,19,,0,0.004,0.004,,0.032,,,,0.019,,,NW,2.6,4.1,47.0
11442010,2017/01/05,20,,0,0.003,0.003,,0.032,,,,0.005,,,NW,2.8,3.9,47.0
11442010,2017/01/05,21,,0,0.003,0.003,,0.032,,,,0,,,NW,3.4,3.6,45.0
11442010,2017/01/05,22,,0,0.002,0.002,,0.034,,,,0.006,,,NW,3.2,3.8,43.0
11442010,2017/01/05,23,,0,0.002,0.002,,0.033,,,,0,,,NW,3.5,3.6,46.0
11442010,2017/01/05,24,,0,0.003,0.003,,0.031,,,,0.009,,,NW,2.3,2.9,47.0
11442010,2017/01/06,01,,0,0.002,0.002,,0.032,,,,0.005,,,NNE,1.1,2.1,48.0
11442010,2017/01/06,02,,0,0.006,0.006,,0.025,,,,0.004,,,N,0.7,1.1,53.0
11442010,2017/01/06,03,,0,0.003,0.003,,0.030,,,,0.005,,,NW,1.0,1.1,54.0
11442010,2017/01/06,04,,0,0.004,0.004,,0.029,,,,0.005,,,NW,0.5,0.6,58.0
11442010,2017/01/06,05,,0,0.007,0.007,,0.024,,,,0.002,,,CALM,0.1,-0.7,64.0
11442010,2017/01/06,06,,0,0.012,0.012,,0.019,,,,0.004,,,NNW,0.6,-0.6,64.0
11442010,2017/01/06,07,,0.009,0.027,0.036,,0.005,,,,0.011,,,SE,0.5,-1.6,68.0
11442010,2017/01/06,08,,0.022,0.032,0.054,,0.002,,,,0.003,,,CALM,0.2,1.7,54.0
11442010,2017/01/06,09,,0.009,0.020,0.029,,0.018,,,,0.013,,,NNW,2.6,3.3,45.0
11442010,2017/01/06,10,,0.010,0.017,0.027,,0.019,,,,0.006,,,NNE,2.2,4.4,44.0
11442010,2017/01/06,11,,0.010,0.017,0.027,,0.022,,,,0.008,,,ENE,1.9,5.4,39.0
11442010,2017/01/06,12,,0.003,0.007,0.010,,0.033,,,,0.006,,,NE,2.3,6.6,33.0
11442010,2017/01/06,13,,0.002,0.005,0.007,,0.035,,,,0.016,,,N,1.8,7.1,31.0
11442010,2017/01/06,14,,0.001,0.005,0.006,,0.036,,,,0,,,ENE,1.8,7.4,28.0
11442010,2017/01/06,15,,0.001,0.005,0.006,,0.037,,,,0.003,,,E,1.8,7.5,27.0
11442010,2017/01/06,16,,0.001,0.007,0.008,,0.034,,,,0.012,,,E,0.8,7.0,32.0
11442010,2017/01/06,17,,0.001,0.013,0.014,,0.028,,,,0.007,,,ESE,1.0,5.7,37.0
11442010,2017/01/06,18,,0.004,0.028,0.032,,0.012,,,,0.020,,,CALM,0.3,3.8,47.0
11442010,2017/01/06,19,,0.009,0.036,0.045,,0.005,,,,0.025,,,CALM,0.1,2.7,52.0
11442010,2017/01/06,20,,0.044,0.042,0.086,,0.001,,,,0.033,,,CALM,0,1.8,65.0
11442010,2017/01/06,21,,0.053,0.040,0.093,,0.001,,,,0.033,,,CALM,0.4,0.8,66.0
11442010,2017/01/06,22,,0.049,0.039,0.088,,0.001,,,,0.035,,,NW,0.7,0.4,66.0
11442010,2017/01/06,23,,0.051,0.037,0.088,,0.001,,,,0.030,,,CALM,0.3,-0.3,69.0
11442010,2017/01/06,24,,0.059,0.038,0.097,,0,,,,0.025,,,NW,0.7,-0.9,70.0
11442010,2017/01/07,01,,,,,,0,,,,0.009,,,CALM,0.1,-1.3,71.0
11442010,2017/01/07,02,,0.048,0.033,0.081,,0,,,,0.026,,,NW,0.7,-1.3,72.0
11442010,2017/01/07,03,,0.025,0.031,0.056,,0,,,,0.013,,,NNW,0.9,-1.6,71.0
11442010,2017/01/07,04,,0.018,0.030,0.048,,0,,,,0.009,,,WNW,0.6,-1.9,74.0
11442010,2017/01/07,05,,0.021,0.028,0.049,,0,,,,0.013,,,NNW,1.0,-2.4,75.0
11442010,2017/01/07,06,,0.019,0.026,0.045,,0,,,,0.012,,,NW,0.7,-2.8,76.0
11442010,2017/01/07,07,,0.035,0.027,0.062,,0,,,,0.011,,,NW,0.6,-3.0,78.0
11442010,2017/01/07,08,,0.052,0.029,0.081,,0.001,,,,0.010,,,NW,0.5,-1.5,65.0
11442010,2017/01/07,09,,0.051,0.031,0.082,,0.004,,,,0.034,,,NNW,0.5,1.1,59.0
11442010,2017/01/07,10,,0.021,0.024,0.045,,0.011,,,,0.015,,,NNE,1.5,3.5,48.0
11442010,2017/01/07,11,,0.007,0.015,0.022,,0.021,,,,0.019,,,NNE,0.8,5.4,42.0
11442010,2017/01/07,12,,0.003,0.009,0.012,,0.030,,,,0.011,,,NNW,1.6,6.2,41.0
11442010,2017/01/07,13,,0.003,0.008,0.011,,0.032,,,,0.001,,,W,1.0,7.3,39.0
11442010,2017/01/07,14,,0.002,0.007,0.009,,0.035,,,,0.011,,,NNE,1.2,8.0,36.0
11442010,2017/01/07,15,,0.002,0.008,0.010,,0.033,,,,0.010,,,WSW,1.2,8.2,34.0
11442010,2017/01/07,16,,0,0.007,0.007,,0.035,,,,0.010,,,CALM,0.4,8.2,33.0
11442010,2017/01/07,17,,0.001,0.014,0.015,,0.028,,,,0.015,,,NNE,0.5,6.6,44.0
11442010,2017/01/07,18,,0.005,0.032,0.037,,0.009,,,,0.024,,,CALM,0.4,4.7,52.0
11442010,2017/01/07,19,,0.039,0.042,0.081,,0.001,,,,0.037,,,CALM,0.3,2.9,62.0
11442010,2017/01/07,20,,0.050,0.041,0.091,,0.001,,,,0.032,,,CALM,0,1.8,65.0
11442010,2017/01/07,21,,0.036,0.036,0.072,,0.001,,,,0.045,,,NW,1.3,1.7,63.0
11442010,2017/01/07,22,,0.035,0.040,0.075,,0.001,,,,0.034,,,CALM,0,0.9,67.0
11442010,2017/01/07,23,,0.038,0.041,0.079,,0.001,,,,0.032,,,NW,0.6,0.5,68.0
11442010,2017/01/07,24,,0.026,0.035,0.061,,0,,,,0.041,,,NW,0.5,0.2,71.0
11442010,2017/01/08,01,,0.018,0.032,0.050,,0,,,,0.028,,,NNW,0.8,0.1,72.0
11442010,2017/01/08,02,,0.003,0.025,0.028,,0.002,,,,0.023,,,NNW,0.9,-0.4,72.0
11442010,2017/01/08,03,,0,0.017,0.017,,0.004,,,,0.015,,,CALM,0.4,-0.7,75.0
11442010,2017/01/08,04,,0.001,0.019,0.020,,0.001,,,,0.013,,,WNW,0.6,-1.2,79.0
11442010,2017/01/08,05,,0.003,0.021,0.024,,0,,,,0.018,,,NW,1.2,-1.8,79.0
11442010,2017/01/08,06,,0.002,0.019,0.021,,0.002,,,,0.007,,,NW,0.7,-1.3,76.0
11442010,2017/01/08,07,,0.001,0.018,0.019,,0.003,,,,0,,,NNW,1.4,-1.3,76.0
11442010,2017/01/08,08,,0.004,0.017,0.021,,0.005,,,,0.024,,,NNW,0.8,-0.2,73.0
11442010,2017/01/08,09,,0.009,0.017,0.026,,0.006,,,,0.033,,,NW,1.0,0.8,68.0
11442010,2017/01/08,10,,0.011,0.020,0.031,,0.008,,,,0.056,,,WNW,1.2,2.3,64.0
11442010,2017/01/08,11,,0.008,0.018,0.026,,0.013,,,,0.068,,,NW,1.5,4.1,58.0
11442010,2017/01/08,12,,0.003,0.015,0.018,,0.018,,,,0.053,,,NW,1.8,4.8,53.0
11442010,2017/01/08,13,,0.002,0.014,0.016,,0.019,,,,0.048,,,NNW,1.6,5.5,55.0
11442010,2017/01/08,14,,0.001,0.014,0.015,,0.019,,,,0.042,,,NNW,1.8,5.9,56.0
11442010,2017/01/08,15,,0.001,0.019,0.020,,0.015,,,,0.044,,,WNW,1.3,5.6,61.0
11442010,2017/01/08,16,,0,0.018,0.018,,0.012,,,,0.063,,,NW,1.1,3.9,84.0
11442010,2017/01/08,17,,0,0.017,0.017,,0.014,,,,0.047,,,NNW,1.9,3.6,87.0
11442010,2017/01/08,18,,0,0.014,0.014,,0.018,,,,0.035,,,NNW,2.2,3.8,90.0
11442010,2017/01/08,19,,0,0.009,0.009,,0.024,,,,0.014,,,NW,2.2,3.6,93.0
11442010,2017/01/08,20,,0,0.009,0.009,,0.023,,,,0.024,,,NNW,2.6,3.6,94.0
11442010,2017/01/08,21,,0,0.008,0.008,,0.024,,,,0.029,,,NNW,2.9,3.1,92.0
11442010,2017/01/08,22,,0,0.006,0.006,,0.026,,,,0.013,,,NNW,2.9,3.0,92.0
11442010,2017/01/08,23,,0,0.005,0.005,,0.028,,,,0.015,,,NNW,3.7,2.8,92.0
11442010,2017/01/08,24,,0,0.005,0.005,,0.027,,,,0.012,,,NNW,3.7,3.0,92.0
11442010,2017/01/09,01,,0,0.004,0.004,,,,,,0,,,NNW,3.9,3.4,91.0
11442010,2017/01/09,02,,0,0.003,0.003,,0.030,,,,0,,,NNW,4.0,4.1,90.0
11442010,2017/01/09,03,,0,0.002,0.002,,0.033,,,,0,,,NNW,3.6,4.5,90.0
11442010,2017/01/09,04,,0,0.001,0.001,,0.033,,,,0,,,NNW,4.1,5.5,88.0
11442010,2017/01/09,05,,0,0.002,0.002,,0.033,,,,0.012,,,NNW,3.2,5.8,87.0
11442010,2017/01/09,06,,0,0.003,0.003,,0.027,,,,0.020,,,NNW,2.3,5.0,91.0
11442010,2017/01/09,07,,0,0.004,0.004,,0.025,,,,0,,,NNW,2.3,5.1,89.0
11442010,2017/01/09,08,,0,0.005,0.005,,0.026,,,,0.002,,,NNW,2.2,5.9,88.0
11442010,2017/01/09,09,,0.001,0.007,0.008,,0.023,,,,0.016,,,NNW,1.6,6.2,89.0
11442010,2017/01/09,10,,0.001,0.011,0.012,,0.021,,,,0,,,NNW,1.8,6.5,87.0
11442010,2017/01/09,11,,0.002,0.012,0.014,,0.020,,,,0.008,,,NNW,1.6,7.5,87.0
11442010,2017/01/09,12,,0.002,0.011,0.013,,0.023,,,,0.009,,,N,1.3,8.7,82.0
11442010,2017/01/09,13,,0.001,0.005,0.006,,0.030,,,,0,,,NNW,1.0,9.2,75.0
11442010,2017/01/09,14,,0.001,0.005,0.006,,0.032,,,,0,,,CALM,0.4,10.6,60.0
11442010,2017/01/09,15,,0.001,0.004,0.005,,0.033,,,,0,,,S,0.6,11.3,61.0
11442010,2017/01/09,16,,0,0.006,0.006,,0.030,,,,0,,,SSE,1.0,11.1,65.0
11442010,2017/01/09,17,,0,0.010,0.010,,0.026,,,,0,,,ESE,0.9,9.5,73.0
11442010,2017/01/09,18,,0.001,0.018,0.019,,0.016,,,,0.014,,,CALM,0,7.6,80.0
11442010,2017/01/09,19,,0.004,0.021,0.025,,0.014,,,,0,,,W,2.0,8.4,60.0
11442010,2017/01/09,20,,0.007,0.017,0.024,,0.019,,,,0.009,,,WNW,2.0,7.7,61.0
11442010,2017/01/09,21,,0,0.007,0.007,,0.029,,,,0,,,NW,2.4,7.7,59.0
11442010,2017/01/09,22,,0,0.005,0.005,,0.031,,,,0.008,,,WNW,1.2,7.4,61.0
11442010,2017/01/09,23,,0,0.007,0.007,,0.029,,,,0.005,,,NW,1.7,7.2,63.0
11442010,2017/01/09,24,,0,0.007,0.007,,0.028,,,,0.003,,,WNW,3.0,7.5,61.0
11442010,2017/01/10,01,,0.001,0.006,0.007,,0.028,,,,0.010,,,WNW,3.1,7.1,62.0
11442010,2017/01/10,02,,0,0.003,0.003,,0.031,,,,0.007,,,WNW,3.6,7.3,59.0
11442010,2017/01/10,03,,0,0.005,0.005,,0.030,,,,0,,,WNW,2.8,6.5,60.0
11442010,2017/01/10,04,,0,0.006,0.006,,0.030,,,,0,,,W,1.6,5.5,60.0
11442010,2017/01/10,05,,0,0.008,0.008,,0.028,,,,0.014,,,WNW,1.4,5.3,60.0
11442010,2017/01/10,06,,0,0.008,0.008,,0.029,,,,0.008,,,WNW,2.0,5.1,56.0
11442010,2017/01/10,07,,0,0.010,0.010,,0.028,,,,0,,,W,2.0,5.2,56.0
11442010,2017/01/10,08,,0.002,0.011,0.013,,0.027,,,,0.005,,,WNW,2.6,6.6,49.0
11442010,2017/01/10,09,,0.005,0.010,0.015,,0.029,,,,0.008,,,WNW,3.3,7.9,45.0
11442010,2017/01/10,10,,0.004,0.009,0.013,,0.032,,,,0,,,NNW,2.9,9.2,42.0
11442010,2017/01/10,11,,0.003,0.007,0.010,,0.034,,,,0.010,,,NW,3.0,10.1,40.0
11442010,2017/01/10,12,,0.002,0.005,0.007,,0.037,,,,0.011,,,NW,3.4,10.9,36.0
11442010,2017/01/10,13,,0.001,0.004,0.005,,0.038,,,,0,,,NW,2.3,11.5,34.0
11442010,2017/01/10,14,,0.006,0.010,0.016,,0.034,,,,0,,,WSW,1.2,11.7,32.0
11442010,2017/01/10,15,,0.002,0.008,0.010,,0.037,,,,0.004,,,SSW,1.0,12.4,33.0
11442010,2017/01/10,16,,0.001,0.009,0.010,,0.035,,,,0,,,SSW,1.8,11.9,35.0
11442010,2017/01/10,17,,0,0.015,0.015,,0.029,,,,0.013,,,S,0.8,9.7,45.0
11442010,2017/01/10,18,,0.001,0.027,0.028,,0.016,,,,0.016,,,SSW,0.9,8.7,50.0
11442010,2017/01/10,19,,0.022,0.047,0.069,,0.001,,,,0.010,,,S,1.0,7.8,60.0
11442010,2017/01/10,20,,0.023,0.049,0.072,,0.001,,,,0.032,,,WNW,1.2,8.1,61.0
11442010,2017/01/10,21,,0.024,0.048,0.072,,0,,,,0.004,,,SW,0.9,6.2,69.0
11442010,2017/01/10,22,,0.007,0.032,0.039,,0.010,,,,0.014,,,W,1.0,7.3,52.0
11442010,2017/01/10,23,,0.004,0.034,0.038,,0.006,,,,0.015,,,N,0.6,5.3,61.0
11442010,2017/01/10,24,,0,0.008,0.008,,0.029,,,,0.002,,,NNW,4.0,7.5,44.0
