測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
14212540,2017/01/01,01,,,,,,,,,,,15,,,,,
14212540,2017/01/01,02,,,,,,,,,,,8,,,,,
14212540,2017/01/01,03,,,,,,,,,,,9,,,,,
14212540,2017/01/01,04,,,,,,,,,,,6,,,,,
14212540,2017/01/01,05,,,,,,,,,,,14,,,,,
14212540,2017/01/01,06,,,,,,,,,,,9,,,,,
14212540,2017/01/01,07,,,,,,,,,,,9,,,,,
14212540,2017/01/01,08,,,,,,,,,,,9,,,,,
14212540,2017/01/01,09,,,,,,,,,,,2,,,,,
14212540,2017/01/01,10,,,,,,,,,,,4,,,,,
14212540,2017/01/01,11,,,,,,,,,,,16,,,,,
14212540,2017/01/01,12,,,,,,,,,,,25,,,,,
14212540,2017/01/01,13,,,,,,,,,,,28,,,,,
14212540,2017/01/01,14,,,,,,,,,,,19,,,,,
14212540,2017/01/01,15,,,,,,,,,,,19,,,,,
14212540,2017/01/01,16,,,,,,,,,,,14,,,,,
14212540,2017/01/01,17,,,,,,,,,,,-3,,,,,
14212540,2017/01/01,18,,,,,,,,,,,-8,,,,,
14212540,2017/01/01,19,,,,,,,,,,,2,,,,,
14212540,2017/01/01,20,,,,,,,,,,,1,,,,,
14212540,2017/01/01,21,,,,,,,,,,,-2,,,,,
14212540,2017/01/01,22,,,,,,,,,,,1,,,,,
14212540,2017/01/01,23,,,,,,,,,,,-4,,,,,
14212540,2017/01/01,24,,,,,,,,,,,-1,,,,,
14212540,2017/01/02,01,,,,,,,,,,,6,,,,,
14212540,2017/01/02,02,,,,,,,,,,,1,,,,,
14212540,2017/01/02,03,,,,,,,,,,,3,,,,,
14212540,2017/01/02,04,,,,,,,,,,,7,,,,,
14212540,2017/01/02,05,,,,,,,,,,,4,,,,,
14212540,2017/01/02,06,,,,,,,,,,,2,,,,,
14212540,2017/01/02,07,,,,,,,,,,,5,,,,,
14212540,2017/01/02,08,,,,,,,,,,,2,,,,,
14212540,2017/01/02,09,,,,,,,,,,,3,,,,,
14212540,2017/01/02,10,,,,,,,,,,,9,,,,,
14212540,2017/01/02,11,,,,,,,,,,,14,,,,,
14212540,2017/01/02,12,,,,,,,,,,,20,,,,,
14212540,2017/01/02,13,,,,,,,,,,,27,,,,,
14212540,2017/01/02,14,,,,,,,,,,,23,,,,,
14212540,2017/01/02,15,,,,,,,,,,,25,,,,,
14212540,2017/01/02,16,,,,,,,,,,,16,,,,,
14212540,2017/01/02,17,,,,,,,,,,,11,,,,,
14212540,2017/01/02,18,,,,,,,,,,,-2,,,,,
14212540,2017/01/02,19,,,,,,,,,,,0,,,,,
14212540,2017/01/02,20,,,,,,,,,,,-2,,,,,
14212540,2017/01/02,21,,,,,,,,,,,8,,,,,
14212540,2017/01/02,22,,,,,,,,,,,1,,,,,
14212540,2017/01/02,23,,,,,,,,,,,3,,,,,
14212540,2017/01/02,24,,,,,,,,,,,-1,,,,,
14212540,2017/01/03,01,,,,,,,,,,,2,,,,,
14212540,2017/01/03,02,,,,,,,,,,,8,,,,,
14212540,2017/01/03,03,,,,,,,,,,,7,,,,,
14212540,2017/01/03,04,,,,,,,,,,,0,,,,,
14212540,2017/01/03,05,,,,,,,,,,,6,,,,,
14212540,2017/01/03,06,,,,,,,,,,,3,,,,,
14212540,2017/01/03,07,,,,,,,,,,,7,,,,,
14212540,2017/01/03,08,,,,,,,,,,,9,,,,,
14212540,2017/01/03,09,,,,,,,,,,,4,,,,,
14212540,2017/01/03,10,,,,,,,,,,,8,,,,,
14212540,2017/01/03,11,,,,,,,,,,,12,,,,,
14212540,2017/01/03,12,,,,,,,,,,,23,,,,,
14212540,2017/01/03,13,,,,,,,,,,,25,,,,,
14212540,2017/01/03,14,,,,,,,,,,,25,,,,,
14212540,2017/01/03,15,,,,,,,,,,,25,,,,,
14212540,2017/01/03,16,,,,,,,,,,,21,,,,,
14212540,2017/01/03,17,,,,,,,,,,,9,,,,,
14212540,2017/01/03,18,,,,,,,,,,,2,,,,,
14212540,2017/01/03,19,,,,,,,,,,,4,,,,,
14212540,2017/01/03,20,,,,,,,,,,,5,,,,,
14212540,2017/01/03,21,,,,,,,,,,,10,,,,,
14212540,2017/01/03,22,,,,,,,,,,,11,,,,,
14212540,2017/01/03,23,,,,,,,,,,,15,,,,,
14212540,2017/01/03,24,,,,,,,,,,,10,,,,,
14212540,2017/01/04,01,,,,,,,,,,,9,,,,,
14212540,2017/01/04,02,,,,,,,,,,,16,,,,,
14212540,2017/01/04,03,,,,,,,,,,,11,,,,,
14212540,2017/01/04,04,,,,,,,,,,,14,,,,,
14212540,2017/01/04,05,,,,,,,,,,,15,,,,,
14212540,2017/01/04,06,,,,,,,,,,,16,,,,,
14212540,2017/01/04,07,,,,,,,,,,,13,,,,,
14212540,2017/01/04,08,,,,,,,,,,,18,,,,,
14212540,2017/01/04,09,,,,,,,,,,,15,,,,,
14212540,2017/01/04,10,,,,,,,,,,,15,,,,,
14212540,2017/01/04,11,,,,,,,,,,,25,,,,,
14212540,2017/01/04,12,,,,,,,,,,,28,,,,,
14212540,2017/01/04,13,,,,,,,,,,,31,,,,,
