測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
38205090,2017/01/01,01,,0.001,0.010,0.011,,,0.17,1.93,2.10,,,,ENE,0.5,,
38205090,2017/01/01,02,,0.001,0.009,0.010,,,0.15,1.95,2.10,,,,ESE,0.7,,
38205090,2017/01/01,03,,0,0.007,0.007,,,0.10,1.92,2.02,,,,CALM,0.1,,
38205090,2017/01/01,04,,0,0.008,0.008,,,0.12,1.92,2.04,,,,CALM,0.3,,
38205090,2017/01/01,05,,0,0.006,0.006,,,0.12,1.94,2.06,,,,SSE,0.7,,
38205090,2017/01/01,06,,0,0.003,0.003,,,0.07,1.93,2.00,,,,SSE,1.1,,
38205090,2017/01/01,07,,0,0.005,0.005,,,0.09,1.94,2.03,,,,SSE,0.6,,
38205090,2017/01/01,08,,0,0.004,0.004,,,0.08,1.93,2.01,,,,NE,0.6,,
38205090,2017/01/01,09,,0.001,0.005,0.006,,,0.09,1.93,2.02,,,,WNW,0.4,,
38205090,2017/01/01,10,,0.001,0.004,0.005,,,0.09,1.94,2.03,,,,SE,0.7,,
38205090,2017/01/01,11,,0.001,0.003,0.004,,,0.07,1.92,1.99,,,,WNW,0.4,,
38205090,2017/01/01,12,,0.001,0.003,0.004,,,0.05,1.91,1.96,,,,N,1.7,,
38205090,2017/01/01,13,,0.001,0.005,0.006,,,0.06,1.91,1.97,,,,NNW,1.2,,
38205090,2017/01/01,14,,0.001,0.005,0.006,,,0.07,1.91,1.98,,,,N,1.4,,
38205090,2017/01/01,15,,0.001,0.006,0.007,,,0.07,1.91,1.98,,,,N,1.0,,
38205090,2017/01/01,16,,0.001,0.009,0.010,,,0.08,1.91,1.99,,,,NW,0.7,,
38205090,2017/01/01,17,,0.001,0.009,0.010,,,0.09,1.91,2.00,,,,SSE,0.9,,
38205090,2017/01/01,18,,0,0.009,0.009,,,0.09,1.90,1.99,,,,SE,1.1,,
38205090,2017/01/01,19,,0.001,0.008,0.009,,,0.10,1.90,2.00,,,,ESE,0.9,,
38205090,2017/01/01,20,,0,0.007,0.007,,,0.09,1.89,1.98,,,,SE,1.0,,
38205090,2017/01/01,21,,0,0.009,0.009,,,0.10,1.90,2.00,,,,ESE,1.1,,
38205090,2017/01/01,22,,0.001,0.011,0.012,,,0.12,1.90,2.02,,,,E,0.5,,
38205090,2017/01/01,23,,0.001,0.010,0.011,,,0.13,1.92,2.05,,,,CALM,0.2,,
38205090,2017/01/01,24,,0,0.013,0.013,,,0.15,1.93,2.08,,,,CALM,0.1,,
38205090,2017/01/02,01,,0.001,0.014,0.015,,,0.15,1.92,2.07,,,,CALM,0.1,,
38205090,2017/01/02,02,,0,0.014,0.014,,,0.18,1.94,2.12,,,,CALM,0.3,,
38205090,2017/01/02,03,,0,0.011,0.011,,,0.12,1.92,2.04,,,,ESE,0.6,,
38205090,2017/01/02,04,,0,0.013,0.013,,,0.12,1.92,2.04,,,,CALM,0.3,,
38205090,2017/01/02,05,,0.001,0.015,0.016,,,0.13,1.92,2.05,,,,E,0.5,,
38205090,2017/01/02,06,,0.001,0.015,0.016,,,0.14,1.93,2.07,,,,SSE,0.6,,
38205090,2017/01/02,07,,0.002,0.022,0.024,,,0.14,1.93,2.07,,,,CALM,0.3,,
38205090,2017/01/02,08,,0.002,0.018,0.020,,,0.15,1.93,2.08,,,,CALM,0.3,,
38205090,2017/01/02,09,,0.005,0.019,0.024,,,0.17,1.94,2.11,,,,ENE,0.6,,
38205090,2017/01/02,10,,0.009,0.025,0.034,,,0.22,1.92,2.14,,,,CALM,0.1,,
38205090,2017/01/02,11,,0.014,0.026,0.040,,,0.29,1.92,2.21,,,,CALM,0.1,,
38205090,2017/01/02,12,,0.006,0.018,0.024,,,0.26,1.93,2.19,,,,SE,0.6,,
38205090,2017/01/02,13,,0.002,0.008,0.010,,,0.11,1.91,2.02,,,,W,2.7,,
38205090,2017/01/02,14,,0,0.004,0.004,,,0.05,1.90,1.95,,,,W,3.1,,
38205090,2017/01/02,15,,0,0.004,0.004,,,0.07,1.91,1.98,,,,W,2.2,,
38205090,2017/01/02,16,,0,0.004,0.004,,,0.07,1.91,1.98,,,,WSW,2.4,,
38205090,2017/01/02,17,,0,0.004,0.004,,,0.06,1.89,1.95,,,,W,3.5,,
38205090,2017/01/02,18,,0,0.004,0.004,,,0.05,1.89,1.94,,,,W,3.5,,
38205090,2017/01/02,19,,0,0.004,0.004,,,0.06,1.89,1.95,,,,W,2.3,,
38205090,2017/01/02,20,,0,0.005,0.005,,,0.07,1.90,1.97,,,,WSW,0.9,,
38205090,2017/01/02,21,,0.001,0.014,0.015,,,0.13,1.92,2.05,,,,CALM,0.3,,
38205090,2017/01/02,22,,0.001,0.016,0.017,,,0.15,1.92,2.07,,,,CALM,0.2,,
38205090,2017/01/02,23,,0.001,0.015,0.016,,,0.19,1.94,2.13,,,,NE,0.7,,
38205090,2017/01/02,24,,0.001,0.014,0.015,,,0.14,1.92,2.06,,,,E,0.5,,
38205090,2017/01/03,01,,0,0.010,0.010,,,0.14,1.93,2.07,,,,CALM,0.3,,
38205090,2017/01/03,02,,0,0.010,0.010,,,0.16,1.94,2.10,,,,SW,0.4,,
38205090,2017/01/03,03,,0,0.006,0.006,,,0.11,1.93,2.04,,,,CALM,0.1,,
38205090,2017/01/03,04,,0,0.006,0.006,,,0.13,1.94,2.07,,,,CALM,0.2,,
38205090,2017/01/03,05,,0,0.006,0.006,,,0.12,1.92,2.04,,,,W,0.5,,
38205090,2017/01/03,06,,0,0.005,0.005,,,0.08,1.92,2.00,,,,WSW,1.2,,
38205090,2017/01/03,07,,0,0.004,0.004,,,0.07,1.91,1.98,,,,W,1.3,,
38205090,2017/01/03,08,,0,0.008,0.008,,,0.09,1.91,2.00,,,,WSW,0.7,,
38205090,2017/01/03,09,,0.002,0.015,0.017,,,1.30,1.92,3.22,,,,WSW,0.8,,
38205090,2017/01/03,10,,0.001,0.008,0.009,,,0.10,1.91,2.01,,,,WSW,1.8,,
38205090,2017/01/03,11,,0.001,0.006,0.007,,,0.06,1.90,1.96,,,,W,3.2,,
38205090,2017/01/03,12,,0.002,0.011,0.013,,,0.07,1.91,1.98,,,,NNW,1.0,,
38205090,2017/01/03,13,,0.001,0.007,0.008,,,0.07,1.91,1.98,,,,W,3.0,,
38205090,2017/01/03,14,,0.001,0.007,0.008,,,0.07,1.89,1.96,,,,W,1.7,,
38205090,2017/01/03,15,,0.001,0.007,0.008,,,0.09,1.90,1.99,,,,WNW,1.4,,
38205090,2017/01/03,16,,0.001,0.008,0.009,,,0.11,1.90,2.01,,,,W,1.0,,
38205090,2017/01/03,17,,0,0.009,0.009,,,0.10,1.91,2.01,,,,S,1.1,,
38205090,2017/01/03,18,,0,0.010,0.010,,,0.10,1.91,2.01,,,,CALM,0.3,,
38205090,2017/01/03,19,,0,0.010,0.010,,,0.13,1.92,2.05,,,,E,0.6,,
38205090,2017/01/03,20,,0,0.013,0.013,,,0.12,1.91,2.03,,,,CALM,0.1,,
38205090,2017/01/03,21,,0.001,0.016,0.017,,,0.15,1.90,2.05,,,,CALM,0.1,,
38205090,2017/01/03,22,,0.001,0.012,0.013,,,0.12,1.90,2.02,,,,CALM,0.2,,
38205090,2017/01/03,23,,0,0.007,0.007,,,0.10,1.91,2.01,,,,E,0.6,,
38205090,2017/01/03,24,,0,0.009,0.009,,,0.09,1.91,2.00,,,,E,0.8,,
38205090,2017/01/04,01,,0,0.012,0.012,,,0.12,1.92,2.04,,,,E,0.4,,
38205090,2017/01/04,02,,0.001,0.016,0.017,,,0.14,1.93,2.07,,,,CALM,0.1,,
38205090,2017/01/04,03,,0,0.012,0.012,,,0.14,1.94,2.08,,,,NE,0.5,,
38205090,2017/01/04,04,,0.001,0.014,0.015,,,0.10,1.92,2.02,,,,ENE,0.4,,
38205090,2017/01/04,05,,0.001,0.015,0.016,,,0.13,1.93,2.06,,,,CALM,0.3,,
38205090,2017/01/04,06,,0.004,0.023,0.027,,,0.10,1.91,2.01,,,,S,0.4,,
38205090,2017/01/04,07,,0.004,0.023,0.027,,,0.11,1.91,2.02,,,,ESE,0.5,,
38205090,2017/01/04,08,,0.010,0.031,0.041,,,0.18,1.92,2.10,,,,CALM,0.2,,
38205090,2017/01/04,09,,0.011,0.025,0.036,,,0.29,1.93,2.22,,,,SE,0.4,,
38205090,2017/01/04,10,,0.004,0.012,0.016,,,0.17,1.92,2.09,,,,S,0.8,,
38205090,2017/01/04,11,,0.002,0.009,0.011,,,0.07,1.90,1.97,,,,WSW,2.0,,
38205090,2017/01/04,12,,0.001,0.005,0.006,,,0.07,1.91,1.98,,,,W,1.8,,
38205090,2017/01/04,13,,0.002,0.009,0.011,,,0.06,1.89,1.95,,,,NNE,2.0,,
38205090,2017/01/04,14,,0.001,0.007,0.008,,,0.08,1.90,1.98,,,,W,2.0,,
38205090,2017/01/04,15,,0.006,0.020,0.026,,,0.09,1.90,1.99,,,,WNW,0.8,,
38205090,2017/01/04,16,,0.001,0.013,0.014,,,0.10,1.90,2.00,,,,WNW,2.0,,
38205090,2017/01/04,17,,0,0.009,0.009,,,0.09,1.90,1.99,,,,SSE,0.8,,
38205090,2017/01/04,18,,0.001,0.018,0.019,,,0.10,1.91,2.01,,,,CALM,0.2,,
38205090,2017/01/04,19,,0.001,0.018,0.019,,,0.13,1.91,2.04,,,,ENE,0.4,,
38205090,2017/01/04,20,,0,0.019,0.019,,,0.17,1.91,2.08,,,,E,0.4,,
38205090,2017/01/04,21,,0,0.016,0.016,,,0.15,1.93,2.08,,,,N,0.5,,
38205090,2017/01/04,22,,0,0.013,0.013,,,0.13,1.96,2.09,,,,CALM,0.3,,
38205090,2017/01/04,23,,0.001,0.018,0.019,,,0.15,1.95,2.10,,,,CALM,0.3,,
38205090,2017/01/04,24,,0,0.016,0.016,,,0.17,1.95,2.12,,,,ENE,0.6,,
38205090,2017/01/05,01,,0,0.014,0.014,,,0.16,1.95,2.11,,,,CALM,0.1,,
38205090,2017/01/05,02,,0,0.016,0.016,,,0.14,1.95,2.09,,,,CALM,0.2,,
38205090,2017/01/05,03,,0,0.020,0.020,,,0.15,1.95,2.10,,,,CALM,0.1,,
38205090,2017/01/05,04,,0,0.011,0.011,,,0.15,1.94,2.09,,,,ENE,0.7,,
38205090,2017/01/05,05,,0,0.010,0.010,,,0.10,1.93,2.03,,,,ENE,1.2,,
38205090,2017/01/05,06,,0,0.009,0.009,,,0.07,1.91,1.98,,,,E,1.0,,
38205090,2017/01/05,07,,0,0.009,0.009,,,0.06,1.91,1.97,,,,E,1.8,,
38205090,2017/01/05,08,,0.001,0.015,0.016,,,0.07,1.91,1.98,,,,E,1.9,,
38205090,2017/01/05,09,,0.001,0.012,0.013,,,0.08,1.92,2.00,,,,ENE,1.4,,
38205090,2017/01/05,10,,0.001,0.009,0.010,,,0.08,1.92,2.00,,,,ENE,1.7,,
38205090,2017/01/05,11,,0.001,0.006,0.007,,,0.07,1.91,1.98,,,,ENE,2.2,,
38205090,2017/01/05,12,,0.001,0.006,0.007,,,0.05,1.90,1.95,,,,NE,1.4,,
38205090,2017/01/05,13,,0.001,0.006,0.007,,,0.05,1.89,1.94,,,,ENE,1.4,,
38205090,2017/01/05,14,,0.001,0.006,0.007,,,0.06,1.91,1.97,,,,ENE,1.5,,
38205090,2017/01/05,15,,0.001,0.004,0.005,,,0.05,1.89,1.94,,,,NE,1.7,,
