測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
08441010,2017/01/01,01,0,0.001,0.009,0.010,,0.005,0.14,2.05,2.19,0.020,28,,CALM,0.2,,
08441010,2017/01/01,02,0,0.001,0.008,0.009,,0.003,0.14,2.16,2.30,0.029,24,,NW,0.9,,
08441010,2017/01/01,03,0,0.001,0.008,0.009,,0.001,0.14,2.20,2.34,0.033,21,,NW,1.3,,
08441010,2017/01/01,04,0,0,0.008,0.008,,0.005,0.12,2.13,2.25,0.029,26,,WNW,0.8,,
08441010,2017/01/01,05,0,0.001,0.011,0.012,,0.002,0.13,2.23,2.36,0.025,27,,NW,1.8,,
08441010,2017/01/01,06,0,0.001,0.011,0.012,,0,0.15,2.41,2.56,0.032,24,,N,0.6,,
08441010,2017/01/01,07,0,0.001,0.013,0.014,,0.001,0.17,2.11,2.28,0.025,33,,WNW,1.2,,
08441010,2017/01/01,08,0,0.003,0.011,0.014,,0.003,0.14,2.22,2.36,0.030,31,,CALM,0.4,,
08441010,2017/01/01,09,0,0.005,0.008,0.013,,0.006,0.14,2.17,2.31,0.030,32,,WNW,0.9,,
08441010,2017/01/01,10,0,0.004,0.007,0.011,,0.014,0.10,2.05,2.15,0.029,24,,CALM,0.4,,
08441010,2017/01/01,11,0.001,0.002,0.006,0.008,,0.025,0.08,1.98,2.06,0.024,14,,NW,1.0,,
08441010,2017/01/01,12,0.001,0.001,0.005,0.006,,0.032,0.05,1.94,1.99,0.012,6,,NW,1.0,,
08441010,2017/01/01,13,0.001,0,0.003,0.003,,0.039,0.04,1.91,1.95,0.013,6,,NNW,0.5,,
08441010,2017/01/01,14,0.001,0,0.002,0.002,,0.040,0.02,1.91,1.93,0.008,8,,CALM,0.3,,
08441010,2017/01/01,15,0.001,0,0.002,0.002,,0.040,0.03,1.91,1.94,0.013,8,,ENE,0.6,,
08441010,2017/01/01,16,0.001,0,0.002,0.002,,0.040,0.02,1.90,1.92,0.009,4,,E,0.5,,
08441010,2017/01/01,17,0.001,0,0.003,0.003,,0.038,0.02,1.91,1.93,0.008,6,,SSE,0.6,,
08441010,2017/01/01,18,0,0,0.005,0.005,,0.033,0.04,1.91,1.95,0.017,6,,SSE,1.1,,
08441010,2017/01/01,19,0,0,0.007,0.007,,0.024,0.05,1.92,1.97,0.008,3,,CALM,0.4,,
08441010,2017/01/01,20,0,0,0.007,0.007,,0.021,0.05,1.95,2.00,0.014,10,,SW,1.0,,
08441010,2017/01/01,21,0,0,0.006,0.006,,0.018,0.06,2.00,2.06,0.010,7,,SW,1.5,,
08441010,2017/01/01,22,0,0,0.011,0.011,,0.016,0.07,2.10,2.17,0.008,5,,W,1.3,,
08441010,2017/01/01,23,0,0,0.008,0.008,,0.015,0.07,2.38,2.45,0.019,6,,W,1.1,,
08441010,2017/01/01,24,0,0,0.010,0.010,,0.015,0.10,2.31,2.41,0.019,17,,W,0.9,,
08441010,2017/01/02,01,0,0,0.008,0.008,,0.016,,,,0.013,5,,W,1.1,,
08441010,2017/01/02,02,0,0,0.007,0.007,,0.019,,,,0.010,9,,WSW,0.8,,
08441010,2017/01/02,03,0,0,0.007,0.007,,0.016,0.09,2.32,2.41,0.013,2,,WNW,0.6,,
08441010,2017/01/02,04,0,0,0.006,0.006,,0.012,0.09,2.23,2.32,0.011,7,,NNW,0.9,,
08441010,2017/01/02,05,0,0,0.005,0.005,,0.016,0.06,2.10,2.16,0.019,9,,NW,0.9,,
08441010,2017/01/02,06,0,0,0.005,0.005,,0.020,0.05,1.99,2.04,0.009,13,,CALM,0,,
08441010,2017/01/02,07,0,0,0.006,0.006,,0.017,0.06,2.01,2.07,0.011,9,,CALM,0.2,,
08441010,2017/01/02,08,0,0.001,0.007,0.008,,0.009,0.08,2.13,2.21,0.008,11,,CALM,0.1,,
08441010,2017/01/02,09,0,0.002,0.008,0.010,,0.007,0.08,2.11,2.19,0.008,15,,CALM,0.4,,
08441010,2017/01/02,10,0,0.002,0.007,0.009,,0.009,0.09,2.07,2.16,0.018,28,,SSE,0.7,,
08441010,2017/01/02,11,0,0.002,0.005,0.007,,0.018,0.09,2.04,2.13,0.021,15,,CALM,0.4,,
08441010,2017/01/02,12,0,0.001,0.004,0.005,,0.024,0.06,1.98,2.04,0.012,7,,CALM,0.3,,
08441010,2017/01/02,13,0.001,0.001,0.003,0.004,,0.033,0.05,1.97,2.02,0.012,8,,W,1.0,,
08441010,2017/01/02,14,0.001,0,0.003,0.003,,0.037,0.04,1.92,1.96,0.012,7,,WNW,1.2,,
08441010,2017/01/02,15,0.001,0,0.003,0.003,,0.038,0.03,1.91,1.94,0.013,8,,SW,0.6,,
08441010,2017/01/02,16,0.001,0,0.003,0.003,,0.041,0.03,1.88,1.91,0.014,3,,WSW,0.8,,
08441010,2017/01/02,17,0.001,0,0.005,0.005,,0.035,0.03,1.89,1.92,0.011,7,,WNW,0.9,,
08441010,2017/01/02,18,0.001,0,0.007,0.007,,0.028,0.04,1.93,1.97,0.014,12,,SW,0.8,,
08441010,2017/01/02,19,0,0,0.009,0.009,,0.019,0.06,2.02,2.08,0.010,9,,W,1.0,,
08441010,2017/01/02,20,0,0.001,0.010,0.011,,0.018,0.07,2.15,2.22,0.024,39,,W,1.1,,
08441010,2017/01/02,21,0,0,0.008,0.008,,0.013,0.09,2.60,2.69,0.024,30,,WNW,1.4,,
08441010,2017/01/02,22,0,0,0.009,0.009,,0.011,0.09,2.77,2.86,0.022,18,,W,1.4,,
08441010,2017/01/02,23,0,0,0.009,0.009,,0.010,0.09,3.13,3.22,0.020,18,,W,0.7,,
08441010,2017/01/02,24,0,0,0.009,0.009,,0.009,0.09,3.17,3.26,0.020,16,,W,1.2,,
08441010,2017/01/03,01,0,0,0.007,0.007,,,0.08,2.29,2.37,0.018,18,,NW,0.8,,
08441010,2017/01/03,02,0,0,0.008,0.008,,0.010,0.10,2.52,2.62,0.016,15,,W,0.9,,
08441010,2017/01/03,03,0,0,0.009,0.009,,0.010,0.12,2.21,2.33,0.017,15,,SW,0.7,,
08441010,2017/01/03,04,0,0,0.009,0.009,,0.010,0.11,2.20,2.31,0.016,15,,NW,1.5,,
08441010,2017/01/03,05,0,0,0.008,0.008,,0.011,0.11,2.14,2.25,0.018,18,,WSW,1.3,,
08441010,2017/01/03,06,0,0,0.009,0.009,,0.009,0.12,2.07,2.19,0.011,15,,CALM,0.4,,
08441010,2017/01/03,07,0,0,0.009,0.009,,0.006,0.12,2.07,2.19,0.014,16,,NW,1.6,,
08441010,2017/01/03,08,0,0.003,0.009,0.012,,0.004,0.12,2.17,2.29,0.014,17,,CALM,0.3,,
08441010,2017/01/03,09,0,0.002,0.007,0.009,,0.018,0.11,2.07,2.18,0.021,22,,S,0.8,,
08441010,2017/01/03,10,0,0.001,0.005,0.006,,0.022,0.07,2.03,2.10,0.015,19,,WSW,0.6,,
08441010,2017/01/03,11,0.001,0.001,0.005,0.006,,0.031,0.07,2.02,2.09,0.018,10,,WSW,0.9,,
08441010,2017/01/03,12,0.001,0.001,0.004,0.005,,0.038,0.05,1.96,2.01,0.013,13,,NNW,0.9,,
08441010,2017/01/03,13,0.001,0,0.003,0.003,,0.045,0.04,1.94,1.98,0.011,5,,NW,1.9,,
08441010,2017/01/03,14,0.001,0,0.003,0.003,,0.047,0.03,1.93,1.96,0.013,7,,CALM,0.4,,
08441010,2017/01/03,15,0.001,0,0.003,0.003,,0.046,0.03,1.94,1.97,0.012,10,,NW,3.3,,
08441010,2017/01/03,16,0.001,0,0.002,0.002,,0.046,0.03,1.94,1.97,0.015,9,,WNW,2.8,,
08441010,2017/01/03,17,0.001,0,0.004,0.004,,0.043,0.04,1.94,1.98,0.014,18,,ENE,1.1,,
08441010,2017/01/03,18,0.002,0,0.005,0.005,,0.040,0.05,1.95,2.00,0.023,20,,NNW,0.5,,
08441010,2017/01/03,19,0.001,0,0.005,0.005,,0.036,0.05,1.96,2.01,0.016,18,,ENE,0.6,,
08441010,2017/01/03,20,0.001,0,0.006,0.006,,0.031,0.10,1.97,2.07,0.018,17,,CALM,0.4,,
08441010,2017/01/03,21,0.001,0,0.006,0.006,,0.030,0.06,1.97,2.03,0.015,13,,WNW,1.3,,
08441010,2017/01/03,22,0,0,0.006,0.006,,0.026,0.05,2.09,2.14,0.019,20,,NNW,0.9,,
08441010,2017/01/03,23,0,0,0.006,0.006,,0.022,0.06,2.14,2.20,0.022,11,,WSW,0.5,,
