測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
28216010,2017/01/01,01,,0.001,0.013,0.014,,0.008,,,,0.020,16,,NW,2.2,,
28216010,2017/01/01,02,,0,0.009,0.009,,0.013,,,,0.022,8,,NW,2.7,,
28216010,2017/01/01,03,,0,0.007,0.007,,0.014,,,,0.016,11,,NNW,1.0,,
28216010,2017/01/01,04,,0,0.010,0.010,,0.007,,,,0.014,16,,NE,2.0,,
28216010,2017/01/01,05,,0,0.005,0.005,,0.011,,,,0.010,11,,NNW,0.8,,
28216010,2017/01/01,06,,0,0.007,0.007,,0.007,,,,0.016,12,,ENE,2.4,,
28216010,2017/01/01,07,,0.001,0.008,0.009,,0.005,,,,0.018,12,,ENE,0.5,,
28216010,2017/01/01,08,,0.002,0.009,0.011,,0.004,,,,0.020,15,,ENE,1.5,,
28216010,2017/01/01,09,,0.004,0.006,0.010,,0.007,,,,0.012,0,,E,1.2,,
28216010,2017/01/01,10,,0.003,0.005,0.008,,0.014,,,,0.016,7,,NE,1.0,,
28216010,2017/01/01,11,,0.002,0.006,0.008,,0.021,,,,0.022,9,,SSE,0.7,,
28216010,2017/01/01,12,,0.006,0.013,0.019,,0.029,,,,0.025,14,,WSW,4.4,,
28216010,2017/01/01,13,,0.005,0.013,0.018,,0.033,,,,0.028,16,,WSW,3.4,,
28216010,2017/01/01,14,,0.003,0.010,0.013,,0.037,,,,0.019,16,,WSW,2.6,,
28216010,2017/01/01,15,,0.001,0.008,0.009,,0.039,,,,0.016,20,,WSW,3.7,,
28216010,2017/01/01,16,,0.001,0.009,0.010,,0.039,,,,0.021,23,,SW,3.5,,
28216010,2017/01/01,17,,0,0.006,0.006,,0.043,,,,0.029,25,,SW,2.8,,
28216010,2017/01/01,18,,0,0.007,0.007,,0.040,,,,0.017,20,,WSW,3.3,,
28216010,2017/01/01,19,,0,0.009,0.009,,0.037,,,,0.030,23,,NW,2.0,,
28216010,2017/01/01,20,,0,0.012,0.012,,0.025,,,,0.027,27,,NNW,2.4,,
28216010,2017/01/01,21,,0,0.019,0.019,,0.015,,,,0.022,27,,NE,1.6,,
28216010,2017/01/01,22,,0,0.015,0.015,,0.014,,,,0.025,25,,ENE,1.9,,
28216010,2017/01/01,23,,0,0.013,0.013,,0.012,,,,0.021,19,,ENE,2.1,,
28216010,2017/01/01,24,,0,0.011,0.011,,0.012,,,,0.019,16,,NE,2.4,,
28216010,2017/01/02,01,,0,0.007,0.007,,0.013,,,,0.022,13,,ENE,1.5,,
28216010,2017/01/02,02,,0,0.006,0.006,,0.012,,,,0.012,14,,ENE,1.3,,
28216010,2017/01/02,03,,0,0.007,0.007,,0.009,,,,0.023,12,,ENE,1.0,,
28216010,2017/01/02,04,,0,0.006,0.006,,0.010,,,,0.019,13,,ENE,1.7,,
28216010,2017/01/02,05,,0,0.005,0.005,,0.011,,,,0.017,12,,ENE,2.3,,
28216010,2017/01/02,06,,0,0.006,0.006,,0.009,,,,0.016,13,,ENE,1.8,,
28216010,2017/01/02,07,,0.001,0.007,0.008,,0.008,,,,0.012,12,,ENE,1.0,,
28216010,2017/01/02,08,,0.001,0.006,0.007,,0.008,,,,0.018,13,,NE,1.6,,
28216010,2017/01/02,09,,0.002,0.006,0.008,,0.010,,,,0.013,1,,CALM,0.3,,
28216010,2017/01/02,10,,0.003,0.007,0.010,,0.012,,,,0.016,11,,E,0.8,,
28216010,2017/01/02,11,,0.008,0.013,0.021,,0.016,,,,0.026,18,,WSW,1.8,,
28216010,2017/01/02,12,,0.009,0.017,0.026,,0.019,,,,0.039,35,,WSW,1.5,,
28216010,2017/01/02,13,,0.005,0.012,0.017,,0.027,,,,0.034,24,,SW,3.7,,
28216010,2017/01/02,14,,0.003,0.010,0.013,,0.030,,,,0.029,30,,WSW,4.6,,
28216010,2017/01/02,15,,0.004,0.014,0.018,,0.027,,,,0.032,28,,SW,3.4,,
28216010,2017/01/02,16,,0.004,0.019,0.023,,0.025,,,,0.037,33,,WSW,5.0,,
28216010,2017/01/02,17,,0.001,0.016,0.017,,0.030,,,,0.026,30,,W,4.3,,
28216010,2017/01/02,18,,0,0.016,0.016,,0.025,,,,0.035,34,,W,2.8,,
28216010,2017/01/02,19,,0,0.026,0.026,,0.011,,,,0.035,38,,NNW,1.4,,
28216010,2017/01/02,20,,0.002,0.030,0.032,,0.004,,,,0.039,40,,WNW,0.4,,
28216010,2017/01/02,21,,0.011,0.031,0.042,,0.002,,,,0.048,39,,NNW,1.2,,
28216010,2017/01/02,22,,0.012,0.027,0.039,,0.001,,,,0.030,31,,NNW,1.4,,
28216010,2017/01/02,23,,0.008,0.024,0.032,,0.002,,,,0.027,31,,WNW,1.3,,
28216010,2017/01/02,24,,0.001,0.017,0.018,,0.007,,,,0.027,25,,WNW,2.5,,
28216010,2017/01/03,01,,0,0.011,0.011,,0.013,,,,0.027,19,,NW,1.7,,
28216010,2017/01/03,02,,0.001,0.011,0.012,,0.011,,,,0.026,18,,NE,1.1,,
28216010,2017/01/03,03,,0.002,0.017,0.019,,0.002,,,,0.029,25,,N,0.9,,
28216010,2017/01/03,04,,0.001,0.014,0.015,,0.004,,,,0.027,17,,NNE,0.7,,
28216010,2017/01/03,05,,0.001,0.013,0.014,,0.002,,,,0.024,24,,NNW,0.6,,
28216010,2017/01/03,06,,0.001,0.012,0.013,,0.004,,,,0.022,19,,NW,2.7,,
28216010,2017/01/03,07,,0.001,0.012,0.013,,0.007,,,,0.022,16,,NE,1.4,,
28216010,2017/01/03,08,,0.005,0.014,0.019,,0.003,,,,0.022,20,,ENE,1.2,,
28216010,2017/01/03,09,,0.007,0.010,0.017,,0.006,,,,0.019,11,,E,0.9,,
28216010,2017/01/03,10,,0.004,0.008,0.012,,0.022,,,,0.016,5,,NW,4.6,,
28216010,2017/01/03,11,,0.001,0.004,0.005,,0.035,,,,0.029,16,,NW,4.0,,
28216010,2017/01/03,12,,0,0.002,0.002,,0.040,,,,0.020,14,,WNW,3.4,,
28216010,2017/01/03,13,,0,0.003,0.003,,0.042,,,,0.025,21,,WNW,4.3,,
