測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13120030,2017/01/01,01,,0.005,0.029,0.034,,,,,,0.028,27,,NW,2.0,3.3,68.6
13120030,2017/01/01,02,,0.001,0.023,0.024,,,,,,0.040,38,,NNW,0.6,2.6,70.0
13120030,2017/01/01,03,,0.001,0.024,0.025,,,,,,0.039,39,,NE,0.5,2.7,71.6
13120030,2017/01/01,04,,0.001,0.022,0.023,,,,,,0.038,38,,NNW,0.6,2.2,72.8
13120030,2017/01/01,05,,0.001,0.021,0.022,,,,,,0.032,31,,NW,1.4,2.0,73.6
13120030,2017/01/01,06,,0.001,0.018,0.019,,,,,,0.024,24,,NW,1.1,1.7,75.7
13120030,2017/01/01,07,,0.001,0.013,0.014,,,,,,0.019,17,,NW,1.1,1.7,75.8
13120030,2017/01/01,08,,0.003,0.013,0.016,,,,,,0.019,16,,NW,0.9,2.0,74.3
13120030,2017/01/01,09,,0.004,0.011,0.015,,,,,,0.017,14,,NNW,0.8,4.2,68.1
13120030,2017/01/01,10,,0.004,0.010,0.014,,,,,,0.016,18,,NW,1.6,7.1,57.6
13120030,2017/01/01,11,,0.002,0.007,0.009,,,,,,0.010,12,,NNW,3.8,9.3,49.2
13120030,2017/01/01,12,,0.001,0.004,0.005,,,,,,0.008,8,,N,2.7,10.7,43.1
13120030,2017/01/01,13,,0.001,0.004,0.005,,,,,,0.007,8,,NNE,1.6,12.0,41.7
13120030,2017/01/01,14,,0.001,0.003,0.004,,,,,,0.006,7,,NNE,0.6,12.2,38.1
13120030,2017/01/01,15,,0,0.002,0.002,,,,,,0.006,4,,NW,1.1,12.0,37.3
13120030,2017/01/01,16,,0.001,0.005,0.006,,,,,,0.007,6,,SSE,1.6,12.5,38.7
13120030,2017/01/01,17,,0,0.022,0.022,,,,,,0.017,18,,S,1.3,9.8,50.1
13120030,2017/01/01,18,,0,0.034,0.034,,,,,,0.022,22,,SSW,0.9,9.2,52.6
13120030,2017/01/01,19,,0,0.040,0.040,,,,,,0.026,25,,SSW,0.7,8.1,57.2
13120030,2017/01/01,20,,0.001,0.041,0.042,,,,,,0.023,22,,WNW,0.7,7.8,52.8
13120030,2017/01/01,21,,0,0.027,0.027,,,,,,0.009,11,,SW,0.5,6.9,54.3
13120030,2017/01/01,22,,0.001,0.024,0.025,,,,,,0.012,12,,NW,0.9,7.2,53.8
13120030,2017/01/01,23,,0,0.015,0.015,,,,,,0.008,8,,NNW,0.7,6.6,53.5
13120030,2017/01/01,24,,0,0.016,0.016,,,,,,0.009,6,,CALM,0.1,5.4,58.8
13120030,2017/01/02,01,,0.001,0.025,0.026,,,,,,0.011,10,,CALM,0.1,5.1,65.3
13120030,2017/01/02,02,,0,0.019,0.019,,,,,,0.009,9,,SW,0.9,4.7,71.4
13120030,2017/01/02,03,,0,0.015,0.015,,,,,,0.008,8,,CALM,0.2,4.1,74.2
13120030,2017/01/02,04,,0,0.016,0.016,,,,,,0.007,8,,NNW,0.7,3.6,75.0
13120030,2017/01/02,05,,0,0.019,0.019,,,,,,0.007,9,,CALM,0.1,3.6,72.9
13120030,2017/01/02,06,,0,0.017,0.017,,,,,,0.010,9,,N,0.4,3.3,73.2
13120030,2017/01/02,07,,0.002,0.022,0.024,,,,,,0.009,10,,WNW,0.3,3.2,73.7
13120030,2017/01/02,08,,0.003,0.020,0.023,,,,,,0.009,9,,NW,0.9,4.1,67.4
13120030,2017/01/02,09,,0.002,0.012,0.014,,,,,,0.011,10,,NW,1.1,4.5,63.3
13120030,2017/01/02,10,,0.002,0.009,0.011,,,,,,0.016,15,,NNW,1.5,6.2,56.3
13120030,2017/01/02,11,,0.003,0.008,0.011,,,,,,0.014,14,,NNW,1.3,7.7,53.1
13120030,2017/01/02,12,,0.003,0.009,0.012,,,,,,0.010,12,,NE,0.6,9.3,47.9
13120030,2017/01/02,13,,0.003,0.010,0.013,,,,,,0.011,10,,ENE,0.9,10.7,46.0
13120030,2017/01/02,14,,0.002,0.009,0.011,,,,,,0.011,11,,NNW,1.1,11.1,47.3
13120030,2017/01/02,15,,0.001,0.008,0.009,,,,,,0.013,12,,N,1.1,11.5,49.0
13120030,2017/01/02,16,,0.001,0.009,0.010,,,,,,0.008,12,,ENE,0.4,11.1,48.3
13120030,2017/01/02,17,,0,0.011,0.011,,,,,,0.012,10,,NNE,0.4,10.4,52.0
13120030,2017/01/02,18,,0.001,0.025,0.026,,,,,,0.013,14,,CALM,0.2,8.3,58.0
13120030,2017/01/02,19,,0.007,0.040,0.047,,,,,,0.016,17,,CALM,0,7.7,65.9
13120030,2017/01/02,20,,0.020,0.044,0.064,,,,,,0.019,18,,SW,0.6,6.9,67.7
13120030,2017/01/02,21,,0.026,0.047,0.073,,,,,,0.024,24,,WSW,0.7,7.5,68.0
13120030,2017/01/02,22,,0.013,0.040,0.053,,,,,,0.019,19,,WNW,0.5,6.0,73.8
13120030,2017/01/02,23,,0.019,0.038,0.057,,,,,,0.020,19,,NNW,0.7,5.3,75.1
