測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13206010,2017/01/01,01,,0.009,0.026,0.035,,0.003,0.26,2.06,2.32,0.025,19,,WNW,0.4,3.2,71.2
13206010,2017/01/01,02,,0.004,0.021,0.025,,0.004,0.20,2.01,2.21,0.021,21,,WSW,0.4,2.9,70.8
13206010,2017/01/01,03,,0.003,0.019,0.022,,0.003,0.18,2.00,2.18,0.018,17,,W,0.3,2.7,71.6
13206010,2017/01/01,04,,0.002,0.014,0.016,,0.007,0.14,1.97,2.11,0.009,11,,W,0.6,2.4,70.7
13206010,2017/01/01,05,,0.002,0.017,0.019,,0.003,0.14,1.98,2.12,0.010,10,,NNW,0.5,2.7,71.8
13206010,2017/01/01,06,,0.002,0.014,0.016,,0.007,0.13,1.98,2.11,0.006,8,,WSW,0.6,2.0,72.0
13206010,2017/01/01,07,,0.005,0.020,0.025,,0.002,0.16,2.00,2.16,0.011,7,,WSW,1.3,2.1,72.9
13206010,2017/01/01,08,,0.007,0.018,0.025,,0.005,0.14,2.00,2.14,0.009,8,,W,0.5,2.7,70.6
13206010,2017/01/01,09,,0.007,0.013,0.020,,0.013,0.15,2.00,2.15,0.007,8,,WNW,0.4,5.9,60.2
13206010,2017/01/01,10,,0.004,0.009,0.013,,0.023,0.12,1.98,2.10,0.006,8,,WNW,0.8,9.5,43.8
13206010,2017/01/01,11,,0.001,0.004,0.005,,0.037,0.08,1.95,2.03,0,9,,N,1.0,10.6,38.0
13206010,2017/01/01,12,,0.001,0.003,0.004,,0.040,0.06,1.93,1.99,0.010,8,,ENE,1.1,11.6,34.4
13206010,2017/01/01,13,,0.001,0.002,0.003,,0.042,0.07,1.94,2.01,0,6,,NNE,0.6,12.2,33.0
13206010,2017/01/01,14,,0.001,0.002,0.003,,0.042,0.08,1.93,2.01,0.004,5,,SSE,1.4,12.5,31.8
13206010,2017/01/01,15,,0,0.003,0.003,,0.043,0.09,1.93,2.02,0.004,8,,SE,1.2,12.6,32.2
13206010,2017/01/01,16,,0,0.005,0.005,,0.042,0.12,1.94,2.06,0.012,10,,SSE,1.6,12.2,36.5
13206010,2017/01/01,17,,0.001,0.017,0.018,,0.032,0.24,1.97,2.21,0.027,23,,ESE,1.2,11.1,43.4
13206010,2017/01/01,18,,0.001,0.022,0.023,,0.025,0.33,1.99,2.32,0.032,19,,ESE,0.6,10.4,46.7
13206010,2017/01/01,19,,0.001,0.031,0.032,,0.017,0.44,2.02,2.46,0.031,22,,CALM,0,9.1,50.3
13206010,2017/01/01,20,,0.004,0.036,0.040,,0.005,0.32,2.10,2.42,0.025,14,,W,0.3,7.4,59.2
13206010,2017/01/01,21,,0.002,0.022,0.024,,0.011,0.20,2.03,2.23,0.013,10,,WNW,0.4,6.9,60.6
13206010,2017/01/01,22,,0.002,0.024,0.026,,0.008,0.21,2.02,2.23,0.013,9,,WSW,0.9,6.3,63.9
13206010,2017/01/01,23,,0.002,0.021,0.023,,0.008,0.18,2.00,2.18,0.008,7,,WSW,0.7,5.7,66.6
13206010,2017/01/01,24,,0.001,0.018,0.019,,0.010,0.15,1.99,2.14,0.008,8,,NW,0.9,5.3,69.8
13206010,2017/01/02,01,,,,,,0.004,,,,0.007,10,,W,0.3,4.8,72.5
13206010,2017/01/02,02,,0.002,0.023,0.025,,0.006,0.17,2.03,2.20,0.012,7,,WSW,1.0,4.4,72.3
13206010,2017/01/02,03,,0.001,0.019,0.020,,0.008,0.13,1.99,2.12,0.010,9,,WSW,1.0,3.8,74.1
13206010,2017/01/02,04,,0.001,0.017,0.018,,0.009,0.11,1.99,2.10,0.008,11,,WSW,0.8,3.8,74.8
13206010,2017/01/02,05,,0.001,0.015,0.016,,0.011,0.10,1.98,2.08,0.008,8,,WSW,0.6,4.1,73.6
13206010,2017/01/02,06,,0.001,0.016,0.017,,0.011,0.11,1.97,2.08,0.002,5,,W,0.7,4.2,69.7
13206010,2017/01/02,07,,0.006,0.023,0.029,,0.004,0.13,1.98,2.11,0.009,6,,CALM,0.2,4.4,72.2
13206010,2017/01/02,08,,0.004,0.021,0.025,,0.006,0.15,2.03,2.18,0.004,6,,N,0.7,4.5,64.4
13206010,2017/01/02,09,,0.005,0.016,0.021,,0.012,0.16,2.02,2.18,0.008,10,,NNE,0.8,5.3,63.3
13206010,2017/01/02,10,,0.006,0.014,0.020,,0.016,0.15,2.03,2.18,0.009,10,,SSE,0.6,6.9,58.4
