測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
18205010,2017/01/01,01,0,0,0.005,0.005,,0.023,,,,0.017,11,,CALM,0.2,3.3,98.0
18205010,2017/01/01,02,0,0,0.005,0.005,,0.003,0.11,1.93,2.04,0.008,13,,WNW,1.1,3.2,98.0
18205010,2017/01/01,03,0,0,0.004,0.004,,0.002,0.09,1.95,2.04,0.012,13,,CALM,0.2,3.0,99.0
18205010,2017/01/01,04,0,0,0.003,0.003,,0.001,0.09,1.95,2.04,0.011,11,,WNW,0.5,2.8,99.0
18205010,2017/01/01,05,0,0,0.001,0.001,,0,0.07,1.94,2.01,0.006,9,,SE,1.0,3.0,99.0
18205010,2017/01/01,06,0,0,0.003,0.003,,0,0.07,1.94,2.01,0.013,10,,SW,0.6,3.0,99.0
18205010,2017/01/01,07,0,0,0.003,0.003,,0,0.08,1.94,2.02,0.003,11,,CALM,0.1,3.2,99.0
18205010,2017/01/01,08,0,0,0.003,0.003,,0,0.07,1.93,2.00,0.004,8,,WNW,0.7,3.4,99.0
18205010,2017/01/01,09,0,0,0.002,0.002,,0,0.06,1.93,1.99,0.007,10,,S,1.2,4.2,99.0
18205010,2017/01/01,10,0,0,0.002,0.002,,0,0.06,1.92,1.98,0.006,3,,N,1.0,5.4,97.0
18205010,2017/01/01,11,0,0,0.001,0.001,,0.014,0.05,1.91,1.96,0,9,,NW,0.5,6.7,92.0
18205010,2017/01/01,12,0,0,0.001,0.001,,0.022,0.04,1.91,1.95,0.010,9,,SSE,0.8,8.3,82.0
18205010,2017/01/01,13,0,0,0.001,0.001,,0.021,0.05,1.91,1.96,0,13,,ESE,0.7,8.7,73.0
18205010,2017/01/01,14,0.001,0,0.001,0.001,,0.026,0.02,1.91,1.93,0.006,10,,NW,2.1,10.4,60.0
18205010,2017/01/01,15,0.001,0,0,0,,0.035,0.02,1.90,1.92,0.014,12,,N,1.6,9.8,64.0
18205010,2017/01/01,16,0,0,0,0,,0.028,0.02,1.90,1.92,0.001,18,,NW,1.4,9.0,70.0
18205010,2017/01/01,17,0,0,0.002,0.002,,0.022,0.03,1.90,1.93,0.012,13,,SW,0.6,6.9,90.0
18205010,2017/01/01,18,0,0,0.005,0.005,,0.014,0.06,1.91,1.97,0.008,14,,CALM,0.1,5.5,92.0
18205010,2017/01/01,19,0,0.002,0.005,0.007,,0.019,0.09,1.93,2.02,0.009,9,,WNW,0.3,3.8,98.0
18205010,2017/01/01,20,0,0.001,0.005,0.006,,0.010,0.07,1.93,2.00,0.011,10,,CALM,0.2,2.9,98.0
18205010,2017/01/01,21,0,0.001,0.007,0.008,,0.008,0.12,1.95,2.07,0.011,10,,CALM,0.1,2.2,98.0
18205010,2017/01/01,22,0,0.001,0.006,0.007,,0.001,0.10,1.96,2.06,0.006,9,,CALM,0.2,1.6,98.0
18205010,2017/01/01,23,0,0.001,0.005,0.006,,0.002,0.09,1.96,2.05,0.011,11,,CALM,0,1.4,98.0
18205010,2017/01/01,24,0,0.002,0.006,0.008,,0.003,0.11,1.95,2.06,0.014,7,,WNW,0.4,0.4,98.0
18205010,2017/01/02,01,0,0,0.002,0.002,,0.003,0.07,1.96,2.03,0.003,9,,NW,0.3,-0.3,99.0
18205010,2017/01/02,02,0,0,0.001,0.001,,0.009,0.04,1.93,1.97,0.009,8,,CALM,0,-0.3,99.0
18205010,2017/01/02,03,0,0,0.003,0.003,,0.005,0.07,1.94,2.01,0.005,8,,CALM,0.1,-0.1,99.0
18205010,2017/01/02,04,0,0,0.002,0.002,,0,0.08,1.95,2.03,0.011,9,,S,0.3,0,99.0
18205010,2017/01/02,05,0,0,0.002,0.002,,0,0.06,1.95,2.01,0.003,7,,WNW,0.3,0.2,99.0
18205010,2017/01/02,06,0,0,0.003,0.003,,0,0.11,1.96,2.07,0.006,7,,CALM,0.1,0.7,99.0
18205010,2017/01/02,07,0,0,0.003,0.003,,0,0.08,1.95,2.03,0.002,8,,S,0.9,0.9,99.0
18205010,2017/01/02,08,0,0.001,0.003,0.004,,0,0.09,1.96,2.05,0.014,11,,CALM,0,0.8,99.0
18205010,2017/01/02,09,0,0.003,0.003,0.006,,0.001,0.10,1.96,2.06,0.010,7,,ENE,0.5,2.9,98.0
18205010,2017/01/02,10,0,0.002,0.003,0.005,,0.008,0.10,1.93,2.03,0.008,6,,NNW,0.9,4.6,86.0
18205010,2017/01/02,11,0,0.001,0.002,0.003,,0.018,0.09,1.91,2.00,0.007,16,,SSE,1.3,6.5,83.0
